src_ip,icmp_count,icmp_rate,avg_pkt_size,iat_mean,iat_std,label
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,2,1.0,98.0,0.012020587921142578,0.0,0
192.168.100.4,2,1.0,98.0,0.012020587921142578,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,2,1.0,98.0,0.015318870544433594,0.0,0
192.168.100.2,2,1.0,98.0,0.015318870544433594,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.3,1,0.5,98.0,0.0,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,1,0.5,98.0,0.0,0.0,0
192.168.100.3,2,1.0,98.0,1.0013000965118408,0.0,0
192.168.100.2,2,1.0,98.0,1.002270221710205,0.0,0
192.168.100.4,2,1.0,98.0,1.002506971359253,0.0,0
192.168.100.3,2,1.0,98.0,1.0014784336090088,0.0,0
192.168.100.2,2,1.0,98.0,1.0020482540130615,0.0,0
192.168.100.4,2,1.0,98.0,1.0022621154785156,0.0,0
192.168.100.3,2,1.0,98.0,1.0024569034576416,0.0,0
192.168.100.2,2,1.0,98.0,1.0005347728729248,0.0,0
192.168.100.4,2,1.0,98.0,1.0011365413665771,0.0,0
192.168.100.3,2,1.0,98.0,1.001150131225586,0.0,0
192.168.100.2,2,1.0,98.0,1.002758264541626,0.0,0
192.168.100.4,2,1.0,98.0,1.0027544498443604,0.0,0
192.168.100.3,2,1.0,98.0,1.0014996528625488,0.0,0
192.168.100.2,2,1.0,98.0,1.0018529891967773,0.0,0
192.168.100.4,2,1.0,98.0,1.0020592212677002,0.0,0
192.168.100.3,2,1.0,98.0,1.002382755279541,0.0,0
192.168.100.2,2,1.0,98.0,1.0026440620422363,0.0,0
192.168.100.4,2,1.0,98.0,1.001227855682373,0.0,0
192.168.100.3,2,1.0,98.0,1.0003290176391602,0.0,0
192.168.100.2,2,1.0,98.0,1.000335454940796,0.0,0
192.168.100.4,2,1.0,98.0,1.0026838779449463,0.0,0
192.168.100.3,2,1.0,98.0,1.0041003227233887,0.0,0
192.168.100.2,2,1.0,98.0,1.0022928714752197,0.0,0
192.168.100.4,2,1.0,98.0,1.0011184215545654,0.0,0
192.168.100.3,2,1.0,98.0,1.0011861324310303,0.0,0
192.168.100.2,2,1.0,98.0,1.0021085739135742,0.0,0
192.168.100.4,2,1.0,98.0,1.0024914741516113,0.0,0
192.168.100.3,2,1.0,98.0,1.0016930103302002,0.0,0
192.168.100.2,2,1.0,98.0,1.001962661743164,0.0,0
192.168.100.4,2,1.0,98.0,1.001842975616455,0.0,0
192.168.100.3,2,1.0,98.0,1.0020074844360352,0.0,0
192.168.100.2,2,1.0,98.0,1.001682996749878,0.0,0
192.168.100.4,2,1.0,98.0,1.0025548934936523,0.0,0
192.168.100.3,2,1.0,98.0,1.001746416091919,0.0,0
192.168.100.2,2,1.0,98.0,1.0029261112213135,0.0,0
192.168.100.4,2,1.0,98.0,1.0024182796478271,0.0,0
192.168.100.3,2,1.0,98.0,1.0017926692962646,0.0,0
192.168.100.2,2,1.0,98.0,1.0012784004211426,0.0,0
192.168.100.4,2,1.0,98.0,1.0017547607421875,0.0,0
192.168.100.3,2,1.0,98.0,1.0015666484832764,0.0,0
192.168.100.2,2,1.0,98.0,1.0017704963684082,0.0,0
192.168.100.4,2,1.0,98.0,1.0018362998962402,0.0,0
192.168.100.3,2,1.0,98.0,1.0019514560699463,0.0,0
192.168.100.2,2,1.0,98.0,1.001469373703003,0.0,0
192.168.100.4,2,1.0,98.0,1.0002233982086182,0.0,0
192.168.100.3,2,1.0,98.0,1.0021226406097412,0.0,0
192.168.100.2,2,1.0,98.0,1.0021426677703857,0.0,0
192.168.100.4,2,1.0,98.0,1.002378225326538,0.0,0
192.168.100.3,2,1.0,98.0,1.0014283657073975,0.0,0
192.168.100.2,2,1.0,98.0,1.0024757385253906,0.0,0
192.168.100.4,2,1.0,98.0,1.0025372505187988,0.0,0
192.168.100.3,2,1.0,98.0,1.0025887489318848,0.0,0
192.168.100.2,2,1.0,98.0,1.0023560523986816,0.0,0
192.168.100.4,2,1.0,98.0,1.0020537376403809,0.0,0
192.168.100.3,2,1.0,98.0,1.001230001449585,0.0,0
192.168.100.2,2,1.0,98.0,1.0023915767669678,0.0,0
192.168.100.4,2,1.0,98.0,1.0013625621795654,0.0,0
192.168.100.3,2,1.0,98.0,1.0028862953186035,0.0,0
192.168.100.2,2,1.0,98.0,1.0011811256408691,0.0,0
192.168.100.4,2,1.0,98.0,1.0021727085113525,0.0,0
192.168.100.3,2,1.0,98.0,1.000387191772461,0.0,0
192.168.100.2,2,1.0,98.0,1.0022637844085693,0.0,0
192.168.100.4,2,1.0,98.0,1.0021817684173584,0.0,0
192.168.100.3,2,1.0,98.0,1.0027687549591064,0.0,0
192.168.100.2,2,1.0,98.0,1.001479148864746,0.0,0
192.168.100.4,2,1.0,98.0,1.0025923252105713,0.0,0
192.168.100.3,2,1.0,98.0,1.0006859302520752,0.0,0
192.168.100.2,2,1.0,98.0,1.0008442401885986,0.0,0
192.168.100.4,2,1.0,98.0,1.0006952285766602,0.0,0
192.168.100.3,2,1.0,98.0,1.0028564929962158,0.0,0
192.168.100.2,2,1.0,98.0,1.0035474300384521,0.0,0
192.168.100.4,2,1.0,98.0,1.0022895336151123,0.0,0
192.168.100.3,2,1.0,98.0,1.00160813331604,0.0,0
192.168.100.2,2,1.0,98.0,1.0016388893127441,0.0,0
192.168.100.4,2,1.0,98.0,1.0021719932556152,0.0,0
192.168.100.3,2,1.0,98.0,1.003244161605835,0.0,0
192.168.100.2,2,1.0,98.0,1.0045380592346191,0.0,0
192.168.100.4,2,1.0,98.0,1.0018079280853271,0.0,0
192.168.100.3,2,1.0,98.0,1.00048828125,0.0,0
192.168.100.2,2,1.0,98.0,0.9999539852142334,0.0,0
192.168.100.4,2,1.0,98.0,1.0033841133117676,0.0,0
192.168.100.3,2,1.0,98.0,1.0024011135101318,0.0,0
192.168.100.2,2,1.0,98.0,1.0024404525756836,0.0,0
192.168.100.4,2,1.0,98.0,1.000856876373291,0.0,0
192.168.100.3,2,1.0,98.0,1.001418113708496,0.0,0
192.168.100.2,2,1.0,98.0,1.0015251636505127,0.0,0
192.168.100.4,2,1.0,98.0,1.001896858215332,0.0,0
192.168.100.3,2,1.0,98.0,1.0031275749206543,0.0,0
192.168.100.2,2,1.0,98.0,1.0024020671844482,0.0,0
192.168.100.4,2,1.0,98.0,1.0017008781433105,0.0,0
192.168.100.3,2,1.0,98.0,1.0017898082733154,0.0,0
192.168.100.2,2,1.0,98.0,1.0009570121765137,0.0,0
192.168.100.4,2,1.0,98.0,1.000701904296875,0.0,0
192.168.100.3,2,1.0,98.0,1.0001952648162842,0.0,0
192.168.100.2,2,1.0,98.0,1.0028610229492188,0.0,0
192.168.100.4,2,1.0,98.0,1.0022540092468262,0.0,0
192.168.100.2,2,1.0,98.0,1.0017805099487305,0.0,0
192.168.100.4,2,1.0,98.0,1.0010762214660645,0.0,0
192.168.100.3,1,0.5,98.0,0.0,0.0,0
192.168.100.2,2,1.0,98.0,1.0029284954071045,0.0,0
192.168.100.4,2,1.0,98.0,1.0018093585968018,0.0,0
192.168.100.3,2,1.0,98.0,1.0018177032470703,0.0,0
192.168.100.2,2,1.0,98.0,1.0002117156982422,0.0,0
192.168.100.4,2,1.0,98.0,1.0029432773590088,0.0,0
192.168.100.3,2,1.0,98.0,0.9997169971466064,0.0,0
192.168.100.2,2,1.0,98.0,1.001598834991455,0.0,0
192.168.100.4,2,1.0,98.0,1.0016801357269287,0.0,0
192.168.100.3,2,1.0,98.0,1.0017080307006836,0.0,0
192.168.100.2,2,1.0,98.0,1.0028355121612549,0.0,0
192.168.100.4,2,1.0,98.0,1.0023658275604248,0.0,0
192.168.100.3,1,0.5,98.0,0.0,0.0,0
192.168.100.2,2,1.0,98.0,1.0012810230255127,0.0,0
192.168.100.4,2,1.0,98.0,1.0025787353515625,0.0,0
192.168.100.2,2,1.0,98.0,1.003066062927246,0.0,0
192.168.100.4,2,1.0,98.0,1.0009398460388184,0.0,0
192.168.100.2,2,1.0,98.0,1.0024306774139404,0.0,0
192.168.100.4,2,1.0,98.0,1.0016911029815674,0.0,0
192.168.100.2,2,1.0,98.0,1.0008323192596436,0.0,0
192.168.100.4,2,1.0,98.0,1.001746654510498,0.0,0
192.168.100.2,2,1.0,98.0,1.0027048587799072,0.0,0
192.168.100.4,2,1.0,98.0,1.0020554065704346,0.0,0
192.168.100.3,2,1.0,98.0,0.01141500473022461,0.0,0
192.168.100.2,2,1.0,98.0,1.0016307830810547,0.0,0
192.168.100.4,2,1.0,98.0,1.0021636486053467,0.0,0
192.168.100.3,3,1.5,98.0,0.48800086975097656,0.47658586502075195,0
192.168.100.2,2,1.0,98.0,1.0018768310546875,0.0,0
192.168.100.4,2,1.0,98.0,1.0028338432312012,0.0,0
192.168.100.3,2,1.0,98.0,1.0024409294128418,0.0,0
192.168.100.2,2,1.0,98.0,1.0008571147918701,0.0,0
192.168.100.4,2,1.0,98.0,1.001523494720459,0.0,0
192.168.100.3,2,1.0,98.0,1.0017406940460205,0.0,0
192.168.100.2,2,1.0,98.0,1.0023410320281982,0.0,0
192.168.100.4,2,1.0,98.0,1.0035393238067627,0.0,0
192.168.100.3,2,1.0,98.0,1.0026724338531494,0.0,0
192.168.100.2,2,1.0,98.0,1.0018479824066162,0.0,0
192.168.100.4,2,1.0,98.0,1.0012867450714111,0.0,0
192.168.100.3,2,1.0,98.0,1.0029253959655762,0.0,0
192.168.100.2,2,1.0,98.0,1.0022120475769043,0.0,0
192.168.100.4,2,1.0,98.0,1.0009682178497314,0.0,0
192.168.100.3,2,1.0,98.0,1.0027010440826416,0.0,0
192.168.100.2,2,1.0,98.0,1.0028939247131348,0.0,0
192.168.100.4,2,1.0,98.0,1.0021052360534668,0.0,0
192.168.100.3,2,1.0,98.0,1.0017564296722412,0.0,0
192.168.100.2,2,1.0,98.0,1.0004377365112305,0.0,0
192.168.100.4,2,1.0,98.0,1.0018396377563477,0.0,0
192.168.100.3,2,1.0,98.0,1.0016536712646484,0.0,0
192.168.100.2,2,1.0,98.0,1.0022740364074707,0.0,0
192.168.100.4,2,1.0,98.0,1.0032322406768799,0.0,0
192.168.100.3,2,1.0,98.0,1.0022788047790527,0.0,0
192.168.100.2,2,1.0,98.0,1.0003993511199951,0.0,0
192.168.100.4,2,1.0,98.0,0.9994463920593262,0.0,0
192.168.100.3,2,1.0,98.0,1.0004916191101074,0.0,0
192.168.100.2,2,1.0,98.0,1.0023400783538818,0.0,0
192.168.100.4,2,1.0,98.0,1.0018033981323242,0.0,0
192.168.100.3,2,1.0,98.0,1.0026700496673584,0.0,0
192.168.100.2,2,1.0,98.0,1.002798318862915,0.0,0
192.168.100.4,2,1.0,98.0,1.004040002822876,0.0,0
192.168.100.3,2,1.0,98.0,1.0029633045196533,0.0,0
192.168.100.2,2,1.0,98.0,1.001610279083252,0.0,0
192.168.100.4,2,1.0,98.0,1.000908374786377,0.0,0
192.168.100.3,2,1.0,98.0,1.0020978450775146,0.0,0
192.168.100.2,2,1.0,98.0,1.0026030540466309,0.0,0
192.168.100.4,2,1.0,98.0,1.001516342163086,0.0,0
192.168.100.3,2,1.0,98.0,1.0009982585906982,0.0,0
192.168.100.2,2,1.0,98.0,1.0007343292236328,0.0,0
192.168.100.4,2,1.0,98.0,1.0027117729187012,0.0,0
192.168.100.3,2,1.0,98.0,1.0015976428985596,0.0,0
192.168.100.2,2,1.0,98.0,1.0012948513031006,0.0,0
192.168.100.4,2,1.0,98.0,1.0016472339630127,0.0,0
192.168.100.3,2,1.0,98.0,1.0022757053375244,0.0,0
192.168.100.2,2,1.0,98.0,1.003854751586914,0.0,0
192.168.100.4,2,1.0,98.0,1.0015876293182373,0.0,0
192.168.100.3,2,1.0,98.0,1.000861644744873,0.0,0
192.168.100.2,2,1.0,98.0,1.002152919769287,0.0,0
192.168.100.4,2,1.0,98.0,1.0031955242156982,0.0,0
192.168.100.3,2,1.0,98.0,1.001739263534546,0.0,0
192.168.100.2,2,1.0,98.0,1.0012762546539307,0.0,0
192.168.100.4,2,1.0,98.0,1.0025856494903564,0.0,0
192.168.100.3,2,1.0,98.0,1.0034475326538086,0.0,0
192.168.100.2,2,1.0,98.0,1.002467393875122,0.0,0
192.168.100.4,2,1.0,98.0,1.0018324851989746,0.0,0
192.168.100.3,2,1.0,98.0,1.0005519390106201,0.0,0
192.168.100.2,2,1.0,98.0,1.000556468963623,0.0,0
192.168.100.4,2,1.0,98.0,1.0010619163513184,0.0,0
192.168.100.3,2,1.0,98.0,1.0024166107177734,0.0,0
192.168.100.2,2,1.0,98.0,1.002086877822876,0.0,0
192.168.100.4,2,1.0,98.0,1.003096580505371,0.0,0
192.168.100.3,2,1.0,98.0,1.0027899742126465,0.0,0
192.168.100.2,2,1.0,98.0,1.0021235942840576,0.0,0
192.168.100.4,2,1.0,98.0,1.000701665878296,0.0,0
192.168.100.3,2,1.0,98.0,1.0004417896270752,0.0,0
192.168.100.2,2,1.0,98.0,1.0014064311981201,0.0,0
192.168.100.4,2,1.0,98.0,1.002617597579956,0.0,0
192.168.100.3,2,1.0,98.0,1.0024800300598145,0.0,0
192.168.100.2,2,1.0,98.0,1.0018157958984375,0.0,0
192.168.100.4,2,1.0,98.0,1.0014894008636475,0.0,0
192.168.100.3,2,1.0,98.0,1.00223708152771,0.0,0
192.168.100.2,2,1.0,98.0,1.001845359802246,0.0,0
192.168.100.4,2,1.0,98.0,1.0015614032745361,0.0,0
192.168.100.3,2,1.0,98.0,1.001866102218628,0.0,0
192.168.100.2,2,1.0,98.0,1.0013253688812256,0.0,0
192.168.100.4,2,1.0,98.0,1.0025150775909424,0.0,0
192.168.100.3,2,1.0,98.0,1.002030849456787,0.0,0
192.168.100.2,2,1.0,98.0,1.0027978420257568,0.0,0
192.168.100.4,2,1.0,98.0,1.0015411376953125,0.0,0
192.168.100.3,2,1.0,98.0,1.0024197101593018,0.0,0
192.168.100.2,2,1.0,98.0,1.0014674663543701,0.0,0
192.168.100.4,2,1.0,98.0,1.0018677711486816,0.0,0
192.168.100.3,2,1.0,98.0,1.0011823177337646,0.0,0
192.168.100.2,2,1.0,98.0,1.0013442039489746,0.0,0
192.168.100.4,2,1.0,98.0,1.000962257385254,0.0,0
192.168.100.3,2,1.0,98.0,1.0023341178894043,0.0,0
192.168.100.2,2,1.0,98.0,1.0028035640716553,0.0,0
192.168.100.4,2,1.0,98.0,1.0010402202606201,0.0,0
192.168.100.3,2,1.0,98.0,1.0025134086608887,0.0,0
192.168.100.2,2,1.0,98.0,1.002284049987793,0.0,0
192.168.100.4,2,1.0,98.0,1.0029900074005127,0.0,0
192.168.100.3,2,1.0,98.0,1.0011978149414062,0.0,0
192.168.100.2,2,1.0,98.0,1.0017321109771729,0.0,0
192.168.100.4,2,1.0,98.0,1.0019915103912354,0.0,0
192.168.100.3,2,1.0,98.0,1.002729892730713,0.0,0
192.168.100.2,2,1.0,98.0,1.0027806758880615,0.0,0
192.168.100.4,2,1.0,98.0,1.0021872520446777,0.0,0
192.168.100.3,1,0.5,98.0,0.0,0.0,0
192.168.100.2,2,1.0,98.0,1.0023975372314453,0.0,0
192.168.100.4,2,1.0,98.0,1.0014219284057617,0.0,0
192.168.100.2,2,1.0,98.0,1.0001754760742188,0.0,0
192.168.100.4,2,1.0,98.0,1.0025949478149414,0.0,0
192.168.100.2,2,1.0,98.0,1.0025911331176758,0.0,0
192.168.100.4,2,1.0,98.0,1.0025596618652344,0.0,0
192.168.100.2,2,1.0,98.0,1.0018224716186523,0.0,0
192.168.100.4,2,1.0,98.0,1.0019667148590088,0.0,0
192.168.100.2,2,1.0,98.0,1.0011985301971436,0.0,0
192.168.100.4,2,1.0,98.0,1.0022509098052979,0.0,0
192.168.100.2,2,1.0,98.0,1.0022838115692139,0.0,0
192.168.100.4,2,1.0,98.0,1.0001680850982666,0.0,0
192.168.100.2,2,1.0,98.0,1.0019993782043457,0.0,0
192.168.100.4,2,1.0,98.0,1.0026988983154297,0.0,0
192.168.100.2,2,1.0,98.0,1.000687599182129,0.0,0
192.168.100.4,2,1.0,98.0,1.0005550384521484,0.0,0
192.168.100.2,2,1.0,98.0,1.0022704601287842,0.0,0
192.168.100.4,2,1.0,98.0,1.0024542808532715,0.0,0
192.168.100.2,2,1.0,98.0,1.0022363662719727,0.0,0
192.168.100.4,2,1.0,98.0,1.002206802368164,0.0,0
192.168.100.2,2,1.0,98.0,1.000547170639038,0.0,0
192.168.100.4,2,1.0,98.0,1.0002398490905762,0.0,0
192.168.100.2,2,1.0,98.0,1.0024807453155518,0.0,0
192.168.100.4,2,1.0,98.0,1.0026774406433105,0.0,0
192.168.100.2,2,1.0,98.0,1.0011930465698242,0.0,0
192.168.100.4,2,1.0,98.0,1.0020501613616943,0.0,0
192.168.100.2,2,1.0,98.0,1.0018084049224854,0.0,0
192.168.100.4,2,1.0,98.0,1.000687837600708,0.0,0
192.168.100.2,2,1.0,98.0,1.0019404888153076,0.0,0
192.168.100.4,2,1.0,98.0,1.0033493041992188,0.0,0
192.168.100.2,2,1.0,98.0,1.001798152923584,0.0,0
192.168.100.4,2,1.0,98.0,1.0070774555206299,0.0,0
192.168.100.2,2,1.0,98.0,1.0027766227722168,0.0,0
192.168.100.4,2,1.0,98.0,0.9959356784820557,0.0,0
192.168.100.2,2,1.0,98.0,1.002115249633789,0.0,0
192.168.100.4,2,1.0,98.0,1.00230073928833,0.0,0
192.168.100.2,1,0.5,98.0,0.0,0.0,0
192.168.100.4,2,1.0,98.0,1.0017940998077393,0.0,0
192.168.100.4,2,1.0,98.0,1.0009753704071045,0.0,0
192.168.100.4,2,1.0,98.0,1.0017921924591064,0.0,0
192.168.100.4,2,1.0,98.0,1.0017030239105225,0.0,0
192.168.100.4,2,1.0,98.0,1.0016674995422363,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.4,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.3,1,0.5,92.0,0.0,0.0,0
192.168.100.2,1,0.5,92.0,0.0,0.0,0
